,Temperatura - Celsius,Humidade - %,Velocidade Vento - Km/h,Direção Vento - Graus,Chuva Agora - mm,Chuva Acumulada - mm,Sensação Térmica
3778,24.67,81.91,0.0,202.5,0.0,2020.0,24.0
3779,24.69,81.82,0.0,202.5,0.0,2020.0,24.0
3780,24.69,81.88,0.0,202.5,0.0,2020.0,24.0
3781,24.67,81.87,0.0,202.5,0.0,2020.0,24.0
3782,24.66,81.89,0.0,202.5,0.0,2020.0,24.0
3783,24.66,81.92,0.0,202.5,0.0,2020.0,24.0
3784,24.65,81.89,0.0,202.5,0.0,2020.0,24.0
3785,24.65,81.85,0.0,202.5,0.0,2020.0,24.0
3786,24.65,81.85,0.0,202.5,0.0,2020.0,24.0
3787,24.66,81.88,0.0,202.5,0.0,2020.0,24.0
3788,24.63,81.98,0.0,202.5,0.0,2020.0,24.0
3789,24.63,81.94,0.0,202.5,0.0,2020.0,24.0
3790,24.63,81.92,0.0,202.5,0.0,2020.0,24.0
3791,24.65,81.86,0.0,202.5,0.0,2020.0,24.0
3792,24.65,81.97,0.0,202.5,0.0,2020.0,24.0
3793,24.63,81.93,0.0,202.5,0.0,2020.0,24.0
3794,24.63,81.88,0.0,202.5,0.0,2020.0,24.0
3795,24.63,81.93,0.0,202.5,0.0,2020.0,24.0
3796,24.65,81.93,0.0,202.5,0.0,2020.0,24.0
3797,24.63,81.9,0.0,202.5,0.0,2020.0,24.0
3798,24.63,81.94,0.0,202.5,0.0,2020.0,24.0
3799,24.62,82.01,0.0,202.5,0.0,2020.0,24.0
3800,24.63,81.95,0.0,202.5,0.0,2020.0,24.0
3801,24.6,81.92,0.0,202.5,0.0,2020.0,24.0
3802,24.63,81.97,0.0,202.5,0.0,2020.0,24.0
3803,24.62,81.92,0.0,202.5,0.0,2020.0,24.0
3804,24.62,81.99,0.0,202.5,0.0,2020.0,24.0
3805,24.59,82.04,0.0,202.5,0.0,2020.0,24.0
3806,24.62,82.05,0.0,202.5,0.0,2020.0,24.0
3807,24.57,82.07,0.0,202.5,0.0,2020.0,24.0
3808,24.6,82.11,0.0,202.5,0.0,2020.0,24.0
3809,24.56,82.17,0.0,202.5,0.0,2020.0,24.0
3810,24.56,82.19,0.0,202.5,0.0,2020.0,24.0
3811,24.57,82.13,0.0,202.5,0.0,2020.0,24.0
3812,24.57,82.15,0.0,202.5,0.0,2020.0,24.0
3813,24.56,82.13,0.0,202.5,0.0,2020.0,24.0
3814,24.56,82.13,0.0,202.5,0.0,2020.0,24.0
3815,24.56,82.14,0.0,202.5,0.0,2020.0,24.0
3816,24.56,82.18,0.0,202.5,0.0,2020.0,24.0
3817,24.56,82.19,0.0,202.5,0.0,2020.0,24.0
3818,24.55,82.18,0.0,202.5,0.0,2020.0,24.0
3819,24.56,82.17,0.0,202.5,0.0,2020.0,24.0
3820,24.55,82.21,0.0,202.5,0.0,2020.0,24.0
3821,24.55,82.15,0.0,202.5,0.0,2020.0,24.0
3822,24.55,82.17,0.0,202.5,0.0,2020.0,24.0
3823,24.55,82.17,0.0,202.5,0.0,2020.0,24.0
3824,24.55,82.2,0.0,202.5,0.0,2020.0,24.0
3825,24.55,82.26,0.0,202.5,0.0,2020.0,24.0
3826,24.53,82.26,0.0,202.5,0.0,2020.0,24.0
3827,24.52,82.26,0.0,202.5,0.0,2020.0,24.0
3828,24.53,82.26,0.0,202.5,0.0,2020.0,24.0
3829,24.52,82.22,0.0,202.5,0.0,2020.0,24.0
3830,24.53,82.27,0.0,202.5,0.0,2020.0,24.0
3831,24.53,82.23,0.0,202.5,0.0,2020.0,24.0
3832,24.53,82.23,0.0,202.5,0.0,2020.0,24.0
3833,24.52,82.26,0.0,202.5,0.0,2020.0,24.0
3834,24.51,82.29,0.0,202.5,0.0,2020.0,24.0
3835,24.51,82.27,0.0,202.5,0.0,2020.0,24.0
3836,24.52,82.32,0.0,202.5,0.0,2020.0,24.0
3837,24.51,82.29,0.0,202.5,0.0,2020.0,24.0
3838,24.51,82.27,0.0,202.5,0.0,2020.0,24.0
3839,24.51,82.32,0.0,202.5,0.0,2020.0,24.0
3840,24.51,82.23,0.0,202.5,0.0,2020.0,24.0
3841,24.49,82.29,0.0,202.5,0.0,2020.0,24.0
3842,24.49,82.38,0.0,202.5,0.0,2020.0,24.0
3843,24.49,82.25,0.0,202.5,0.0,2020.0,24.0
3844,24.49,82.36,0.0,202.5,0.0,2020.0,24.0
3845,24.49,82.44,0.0,202.5,0.0,2020.0,24.0
3846,24.49,82.37,0.0,202.5,0.0,2020.0,24.0
3847,24.51,82.46,0.0,202.5,0.0,2020.0,24.0
3848,24.49,82.45,0.0,202.5,0.0,2020.0,24.0
3849,24.51,82.42,0.0,202.5,0.0,2020.0,24.0
3850,24.51,82.37,0.0,202.5,0.0,2020.0,24.0
3851,24.51,82.42,0.0,202.5,0.0,2020.0,24.0
3852,24.49,82.44,0.0,202.5,0.0,2020.0,24.0
3853,24.48,82.45,0.0,202.5,0.0,2020.0,24.0
3854,24.46,82.49,0.0,202.5,0.0,2020.0,24.0
3855,24.46,82.35,0.0,202.5,0.0,2020.0,24.0
3856,24.11,75.27,0.0,202.5,0.0,2020.0,24.0
3857,24.11,75.09,0.0,202.5,0.0,2020.0,24.0
3858,24.14,74.97,0.0,202.5,0.0,2020.0,24.0
3859,24.18,75.56,0.0,202.5,0.0,2020.0,24.0
3860,24.18,75.18,0.0,202.5,0.0,2020.0,24.0
3861,24.18,75.17,0.0,202.5,0.0,2020.0,24.0
3862,24.21,75.05,0.0,202.5,0.0,2020.0,24.0
3863,24.19,75.0,0.0,202.5,0.0,2020.0,24.0
3864,24.21,75.19,0.0,202.5,0.0,2020.0,24.0
3865,24.22,75.18,0.0,202.5,0.0,2020.0,24.0
3866,24.22,75.36,0.0,202.5,0.0,2020.0,24.0
3867,24.21,75.47,0.0,202.5,0.0,2020.0,24.0
3868,24.21,75.22,0.0,202.5,0.0,2020.0,24.0
3869,24.21,75.29,0.0,202.5,0.0,2020.0,24.0
3870,24.25,75.27,0.0,202.5,0.0,2020.0,24.0
3871,24.24,75.23,0.0,202.5,0.0,2020.0,24.0
3872,24.22,75.33,0.0,202.5,0.0,2020.0,24.0
3873,24.22,75.38,0.0,202.5,0.0,2020.0,24.0
3874,24.22,75.48,0.0,202.5,0.0,2020.0,24.0
3875,24.24,75.37,0.0,202.5,0.0,2020.0,24.0
3876,24.24,75.78,0.0,202.5,0.0,2020.0,24.0
3877,24.24,75.68,0.0,202.5,0.0,2020.0,24.0
3878,24.22,75.94,0.0,202.5,0.0,2020.0,24.0
3879,24.25,76.03,0.0,202.5,0.0,2020.0,24.0
3880,24.24,76.18,0.0,202.5,0.0,2020.0,24.0
3881,24.24,76.17,0.0,202.5,0.0,2020.0,24.0
3882,24.25,76.23,0.0,202.5,0.0,2020.0,24.0
3883,24.26,76.29,0.0,202.5,0.0,2020.0,24.0
3884,24.26,76.29,0.0,202.5,0.0,2020.0,24.0
3885,24.25,76.25,0.0,202.5,0.0,2020.0,24.0
3886,24.26,76.33,0.0,202.5,0.0,2020.0,24.0
3887,24.24,76.28,0.0,202.5,0.0,2020.0,24.0
3888,24.22,76.33,0.0,202.5,0.0,2020.0,24.0
3889,24.24,76.31,0.0,202.5,0.0,2020.0,24.0
3890,24.24,76.29,0.0,202.5,0.0,2020.0,24.0
3891,24.25,76.29,0.0,202.5,0.0,2020.0,24.0
3892,24.24,76.36,0.0,202.5,0.0,2020.0,24.0
3893,24.25,76.44,0.0,202.5,0.0,2020.0,24.0
3894,24.25,76.33,0.0,202.5,0.0,2020.0,24.0
3895,24.25,76.24,0.0,202.5,0.0,2020.0,24.0
3896,24.25,76.32,0.0,202.5,0.0,2020.0,24.0
3897,24.24,76.44,0.0,202.5,0.0,2020.0,24.0
3898,24.24,76.39,0.0,202.5,0.0,2020.0,24.0
3899,24.24,76.47,0.0,202.5,0.0,2020.0,24.0
3900,24.24,76.44,0.0,202.5,0.0,2020.0,24.0
3901,24.26,76.2,0.0,202.5,0.0,2020.0,24.0
3902,24.24,76.36,0.0,202.5,0.0,2020.0,24.0
3903,24.26,76.34,0.0,202.5,0.0,2020.0,24.0
3904,24.25,76.53,0.0,202.5,0.0,2020.0,24.0
3905,24.26,76.56,0.0,202.5,0.0,2020.0,24.0
3906,24.24,76.59,0.0,202.5,0.0,2020.0,24.0
3907,24.25,76.61,0.0,202.5,0.0,2020.0,24.0
3908,24.25,76.73,0.0,202.5,0.0,2020.0,24.0
3909,24.25,76.78,0.0,202.5,0.0,2020.0,24.0
3910,24.24,76.87,0.0,202.5,0.0,2020.0,24.0
3911,24.25,76.82,0.0,202.5,0.0,2020.0,24.0
3912,24.28,76.93,0.0,202.5,0.0,2020.0,24.0
3913,24.24,76.98,0.0,202.5,0.0,2020.0,24.0
3914,24.25,77.07,0.0,202.5,0.0,2020.0,24.0
3915,24.26,77.06,0.0,202.5,0.0,2020.0,24.0
3916,24.25,77.14,0.0,202.5,0.0,2020.0,24.0
3917,24.25,77.15,0.0,202.5,0.0,2020.0,24.0
3918,24.26,77.16,0.0,202.5,0.0,2020.0,24.0
3919,24.26,77.09,0.0,202.5,0.0,2020.0,24.0
3920,24.28,77.23,0.0,202.5,0.0,2020.0,24.0
3921,24.29,77.31,0.0,202.5,0.0,2020.0,24.0
3922,24.29,77.27,0.0,202.5,0.0,2020.0,24.0
3923,24.29,77.26,0.0,202.5,0.0,2020.0,24.0
3924,24.28,77.29,0.0,202.5,0.0,2020.0,24.0
3925,24.29,77.26,0.0,202.5,0.0,2020.0,24.0
3926,24.28,77.26,0.0,202.5,0.0,2020.0,24.0
3927,24.3,77.29,0.0,202.5,0.0,2020.0,24.0
3928,24.28,77.31,0.0,202.5,0.0,2020.0,24.0
3929,24.29,77.25,0.0,202.5,0.0,2020.0,24.0
3930,24.28,77.11,0.0,202.5,0.0,2020.0,24.0
3931,24.29,77.14,0.0,202.5,0.0,2020.0,24.0
3932,24.3,77.15,0.0,202.5,0.0,2020.0,24.0
3933,24.28,77.18,0.0,202.5,0.0,2020.0,24.0
3934,24.3,77.24,0.0,202.5,0.0,2020.0,24.0
3935,24.29,77.28,0.0,202.5,0.0,2020.0,24.0
3936,24.32,77.33,0.0,202.5,0.0,2020.0,24.0
3937,24.29,77.34,0.0,202.5,0.0,2020.0,24.0
3938,24.28,77.33,0.0,202.5,0.0,2020.0,24.0
3939,24.29,77.4,0.0,202.5,0.0,2020.0,24.0
3940,24.29,77.4,0.0,202.5,0.0,2020.0,24.0
3941,24.3,77.47,0.0,202.5,0.0,2020.0,24.0
3942,24.3,77.48,0.0,202.5,0.0,2020.0,24.0
3943,24.32,77.55,0.0,202.5,0.0,2020.0,24.0
3944,24.35,77.59,0.0,202.5,0.0,2020.0,24.0
3945,24.3,77.63,0.0,202.5,0.0,2020.0,24.0
3946,24.3,77.74,0.0,202.5,0.0,2020.0,24.0
3947,24.3,77.92,0.0,202.5,0.0,2020.0,24.0
3948,24.3,78.23,0.0,202.5,0.0,2020.0,24.0
3949,24.32,78.17,0.0,202.5,0.0,2020.0,24.0
3950,24.32,78.22,0.0,202.5,0.0,2020.0,24.0
3951,24.35,78.28,0.0,202.5,0.0,2020.0,24.0
3952,24.33,78.3,0.0,202.5,0.0,2020.0,24.0
3953,24.35,78.16,0.0,202.5,0.0,2020.0,24.0
3954,24.35,78.35,0.0,202.5,0.0,2020.0,24.0
3955,24.33,78.43,0.0,202.5,0.0,2020.0,24.0
3956,24.35,78.57,0.0,202.5,0.0,2020.0,24.0
3957,24.35,78.64,0.0,202.5,0.0,2020.0,24.0
3958,24.33,78.64,0.0,202.5,0.0,2020.0,24.0
3959,24.35,78.63,0.0,202.5,0.0,2020.0,24.0
3960,24.37,78.66,0.0,202.5,0.0,2020.0,24.0
3961,24.33,78.48,0.0,202.5,0.0,2020.0,24.0
3962,24.32,78.55,0.0,202.5,0.0,2020.0,24.0
3963,24.33,78.69,0.0,202.5,0.0,2020.0,24.0
3964,24.36,78.68,0.0,202.5,0.0,2020.0,24.0
3965,24.36,78.86,0.0,202.5,0.0,2020.0,24.0
3966,24.35,79.06,0.0,202.5,0.0,2020.0,24.0
3967,24.36,79.22,0.0,202.5,0.0,2020.0,24.0
3968,24.36,79.15,0.0,202.5,0.0,2020.0,24.0
3969,24.36,79.25,0.0,202.5,0.0,2020.0,24.0
3970,24.37,79.22,0.0,202.5,0.0,2020.0,24.0
3971,24.36,79.36,0.0,202.5,0.0,2020.0,24.0
3972,24.39,79.47,0.0,202.5,0.0,2020.0,24.0
3973,24.35,79.41,0.0,202.5,0.0,2020.0,24.0
3974,24.39,79.48,0.0,202.5,0.0,2020.0,24.0
3975,24.4,79.47,0.0,202.5,0.0,2020.0,24.0
3976,24.36,79.58,0.0,202.5,0.0,2020.0,24.0
3977,24.37,79.63,0.0,202.5,0.0,2020.0,24.0
3978,24.36,79.33,0.0,202.5,0.0,2020.0,24.0
3979,24.4,79.77,0.0,202.5,0.0,2020.0,24.0
3980,24.37,79.78,0.0,202.5,0.0,2020.0,24.0
3981,24.36,79.66,0.0,202.5,0.0,2020.0,24.0
3982,24.39,79.75,0.0,202.5,0.0,2020.0,24.0
3983,24.39,79.85,0.0,202.5,0.0,2020.0,24.0
3984,24.37,79.86,0.0,202.5,0.0,2020.0,24.0
3985,24.37,79.82,0.0,202.5,0.0,2020.0,24.0
3986,24.37,79.82,0.0,202.5,0.0,2020.0,24.0
3987,24.39,79.86,0.0,202.5,0.0,2020.0,24.0
3988,24.4,79.71,0.0,202.5,0.0,2020.0,24.0
3989,24.37,79.57,0.0,202.5,0.0,2020.0,24.0
3990,24.4,79.7,0.0,202.5,0.0,2020.0,24.0
3991,24.4,79.84,0.0,202.5,0.0,2020.0,24.0
3992,24.37,79.92,0.0,202.5,0.0,2020.0,24.0
3993,24.39,79.91,0.0,202.5,0.0,2020.0,24.0
3994,24.42,79.84,0.0,202.5,0.0,2020.0,24.0
3995,24.42,79.64,0.0,202.5,0.0,2020.0,24.0
3996,24.42,79.58,0.0,202.5,0.0,2020.0,24.0
3997,24.42,79.89,0.0,202.5,0.0,2020.0,24.0
3998,24.43,79.78,0.0,202.5,0.0,2020.0,24.0
3999,24.42,79.79,0.0,202.5,0.0,2020.0,24.0
4000,24.43,79.55,0.0,202.5,0.0,2020.0,24.0
4001,24.46,79.2,0.0,202.5,0.0,2020.0,24.0
4002,24.42,79.03,0.0,202.5,0.0,2020.0,24.0
4003,24.43,78.95,0.0,202.5,0.0,2020.0,24.0
4004,24.4,78.94,0.0,202.5,0.0,2020.0,24.0
4005,24.42,79.09,0.0,202.5,0.0,2020.0,24.0
4006,24.43,79.06,0.0,202.5,0.0,2020.0,24.0
4007,24.4,79.24,0.0,202.5,0.0,2020.0,24.0
4008,24.43,79.18,0.0,202.5,0.0,2020.0,24.0
4009,24.45,79.1,0.0,202.5,0.0,2020.0,24.0
4010,24.45,79.14,0.0,202.5,0.0,2020.0,24.0
4011,24.45,79.1,0.0,202.5,0.0,2020.0,24.0
4012,24.45,79.14,0.0,202.5,0.0,2020.0,24.0
4013,24.45,79.33,0.0,202.5,0.0,2020.0,24.0
4014,24.48,79.03,0.0,202.5,0.0,2020.0,24.0
4015,24.45,78.87,0.0,202.5,0.0,2020.0,24.0
4016,24.48,78.8,0.0,202.5,0.0,2020.0,24.0
4017,24.49,78.74,0.0,202.5,0.0,2020.0,24.0
4018,24.49,78.69,0.0,202.5,0.0,2020.0,24.0
4019,24.49,78.67,0.0,202.5,0.0,2020.0,24.0
4020,24.53,78.52,0.0,202.5,0.0,2020.0,24.0
4021,24.53,78.47,0.0,202.5,0.0,2020.0,24.0
4022,24.52,78.39,0.0,202.5,0.0,2020.0,24.0
4023,24.55,78.42,0.0,202.5,0.0,2020.0,24.0
4024,24.56,78.33,0.0,202.5,0.0,2020.0,24.0
4025,24.55,78.33,0.0,202.5,0.0,2020.0,24.0
4026,24.55,78.18,0.0,202.5,0.0,2020.0,24.0
4027,24.55,78.08,0.0,202.5,0.0,2020.0,24.0
4028,24.57,77.87,0.0,202.5,0.0,2020.0,24.0
4029,24.59,77.69,0.0,202.5,0.0,2020.0,24.0
4030,24.57,77.54,0.0,202.5,0.0,2020.0,24.0
4031,24.56,77.27,0.0,202.5,0.0,2020.0,24.0
4032,24.59,77.2,0.0,202.5,0.0,2020.0,24.0
4033,24.6,76.79,0.0,202.5,0.0,2020.0,24.0
4034,24.6,76.87,0.0,202.5,0.0,2020.0,24.0
4035,24.6,76.47,0.0,202.5,0.0,2020.0,24.0
4036,24.6,76.52,0.0,202.5,0.0,2020.0,24.0
4037,24.62,76.03,0.0,202.5,0.0,2020.0,24.0
4038,24.6,75.95,0.0,202.5,0.0,2020.0,24.0
4039,24.62,75.53,0.0,202.5,0.0,2020.0,24.0
4040,24.62,75.63,0.0,202.5,0.0,2020.0,24.0
4041,24.66,75.73,0.0,202.5,0.0,2020.0,24.0
4042,24.65,75.43,0.0,202.5,0.0,2020.0,24.0
4043,24.63,75.56,0.0,202.5,0.0,2020.0,24.0
4044,24.65,75.63,0.0,202.5,0.0,2020.0,24.0
4045,24.66,75.46,0.0,202.5,0.0,2020.0,24.0
4046,24.65,75.66,0.0,202.5,0.0,2020.0,24.0
4047,24.65,75.3,0.0,202.5,0.0,2020.0,24.0
4048,24.66,75.33,0.0,202.5,0.0,2020.0,24.0
4049,24.69,75.28,0.0,202.5,0.0,2020.0,24.0
4050,24.66,75.03,0.0,202.5,0.0,2020.0,24.0
4051,24.67,75.19,0.0,202.5,0.0,2020.0,24.0
4052,24.67,75.32,0.0,202.5,0.0,2020.0,24.0
4053,24.67,75.19,0.0,202.5,0.0,2020.0,24.0
4054,24.69,75.36,0.0,202.5,0.0,2020.0,24.0
4055,24.69,75.36,0.0,202.5,0.0,2020.0,24.0
4056,24.69,75.41,0.0,202.5,0.0,2020.0,24.0
4057,24.73,75.35,0.0,202.5,0.0,2020.0,24.0
4058,24.7,75.08,0.0,202.5,0.0,2020.0,24.0
4059,24.75,75.47,0.0,202.5,0.0,2020.0,24.0
4060,24.72,75.02,0.0,202.5,0.0,2020.0,24.0
4061,24.73,74.88,0.0,202.5,0.0,2020.0,24.0
4062,24.72,75.27,0.0,202.5,0.0,2020.0,24.0
4063,24.7,75.25,0.0,202.5,0.0,2020.0,24.0
4064,24.72,75.33,0.0,202.5,0.0,2020.0,24.0
4065,24.72,75.37,0.0,202.5,0.0,2020.0,24.0
4066,24.72,75.41,0.0,202.5,0.0,2020.0,24.0
4067,24.75,75.42,0.0,202.5,0.0,2020.0,24.0
4068,24.73,75.26,0.0,202.5,0.0,2020.0,24.0
4069,24.73,75.29,0.0,202.5,0.0,2020.0,24.0
4070,24.75,75.19,0.0,202.5,0.0,2020.0,24.0
4071,24.76,74.92,0.0,202.5,0.0,2020.0,24.0
4072,24.77,74.66,0.0,202.5,0.0,2020.0,24.0
4073,24.75,74.96,0.0,202.5,0.0,2020.0,24.0
4074,24.77,74.37,0.0,202.5,0.0,2020.0,24.0
4075,24.76,74.57,0.0,202.5,0.0,2020.0,24.0
4076,24.77,74.33,0.0,202.5,0.0,2020.0,24.0
4077,24.8,74.11,0.0,202.5,0.0,2020.0,24.0
4078,24.8,74.16,0.0,202.5,0.0,2020.0,24.0
4079,24.79,74.38,0.0,202.5,0.0,2020.0,24.0
4080,24.79,74.06,0.0,202.5,0.0,2020.0,24.0
4081,24.8,74.22,0.0,202.5,0.0,2020.0,24.0
4082,24.8,74.3,0.0,202.5,0.0,2020.0,24.0
4083,24.8,74.51,0.0,202.5,0.0,2020.0,24.0
4084,24.8,74.82,0.0,202.5,0.0,2020.0,24.0
4085,24.8,74.76,0.0,202.5,0.0,2020.0,24.0
4086,24.82,74.54,0.0,202.5,0.0,2020.0,24.0
4087,24.82,74.6,0.0,202.5,0.0,2020.0,24.0
4088,24.82,74.2,0.0,202.5,0.0,2020.0,24.0
4089,24.83,73.9,0.0,202.5,0.0,2020.0,24.0
4090,24.8,73.55,0.0,202.5,0.0,2020.0,24.0
4091,24.82,74.24,0.0,202.5,0.0,2020.0,24.0
4092,24.83,74.21,0.0,202.5,0.0,2020.0,24.0
4093,24.83,74.22,0.0,202.5,0.0,2020.0,24.0
4094,24.82,74.38,0.0,202.5,0.0,2020.0,24.0
4095,24.83,74.56,0.0,202.5,0.0,2020.0,24.0
4096,24.82,74.79,0.0,202.5,0.0,2020.0,24.0
4097,24.8,74.67,0.0,202.5,0.0,2020.0,24.0
4098,24.79,74.92,0.0,202.5,0.0,2020.0,24.0
4099,24.79,74.9,0.0,202.5,0.0,2020.0,24.0
4100,24.8,74.83,0.0,202.5,0.0,2020.0,24.0
4101,24.82,74.71,0.0,202.5,0.0,2020.0,24.0
4102,24.79,74.9,0.0,202.5,0.0,2020.0,24.0
4103,24.8,74.77,0.0,202.5,0.0,2020.0,24.0
4104,24.82,74.7,0.0,202.5,0.0,2020.0,24.0
4105,24.83,74.69,0.0,202.5,0.0,2020.0,24.0
4106,24.83,74.75,0.0,202.5,0.0,2020.0,24.0
4107,24.83,74.81,0.0,202.5,0.0,2020.0,24.0
4108,24.84,74.9,0.0,202.5,0.0,2020.0,24.0
4109,24.82,75.09,0.0,202.5,0.0,2020.0,24.0
4110,24.82,74.61,0.0,202.5,0.0,2020.0,24.0
4111,24.83,74.33,0.0,202.5,0.0,2020.0,24.0
4112,24.83,74.67,0.0,202.5,0.0,2020.0,24.0
4113,24.83,74.86,0.0,202.5,0.0,2020.0,24.0
4114,24.83,75.09,0.0,202.5,0.0,2020.0,24.0
4115,24.82,75.03,0.0,202.5,0.0,2020.0,24.0
4116,24.84,74.99,0.0,202.5,0.0,2020.0,24.0
4117,24.84,74.69,0.0,202.5,0.0,2020.0,24.0
4118,24.82,74.74,0.0,202.5,0.0,2020.0,24.0
4119,24.84,74.7,0.0,202.5,0.0,2020.0,24.0
4120,24.86,74.12,0.0,202.5,0.0,2020.0,24.0
4121,24.86,74.0,0.0,202.5,0.0,2020.0,24.0
4122,24.84,74.39,0.0,202.5,0.0,2020.0,24.0
4123,24.86,74.43,0.0,202.5,0.0,2020.0,24.0
4124,24.84,74.36,0.0,202.5,0.0,2020.0,24.0
4125,24.84,74.76,0.0,202.5,0.0,2020.0,24.0
4126,24.84,74.76,0.0,202.5,0.0,2020.0,24.0
4127,24.86,74.56,0.0,202.5,0.0,2020.0,24.0
4128,24.84,73.73,0.0,202.5,0.0,2020.0,24.0
4129,24.84,73.03,0.0,202.5,0.0,2020.0,24.0
4130,24.83,72.96,0.0,202.5,0.0,2020.0,24.0
4131,24.84,72.89,0.0,202.5,0.0,2020.0,24.0
4132,24.86,72.92,0.0,202.5,0.0,2020.0,24.0
4133,24.87,72.96,0.0,202.5,0.0,2020.0,24.0
4134,24.86,73.06,0.0,202.5,0.0,2020.0,24.0
4135,24.84,73.25,0.0,202.5,0.0,2020.0,24.0
4136,24.84,73.33,0.0,202.5,0.0,2020.0,24.0
4137,24.86,73.1,0.0,202.5,0.0,2020.0,24.0
4138,24.86,72.37,0.0,202.5,0.0,2020.0,24.0
4139,24.86,72.07,0.0,202.5,0.0,2020.0,24.0
4140,24.84,72.13,0.0,202.5,0.0,2020.0,24.0
4141,24.87,72.2,0.0,202.5,0.0,2020.0,24.0
4142,24.82,72.38,0.0,202.5,0.0,2020.0,24.0
4143,24.84,72.28,0.0,202.5,0.0,2020.0,24.0
4144,24.84,72.15,0.0,202.5,0.0,2020.0,24.0
4145,24.83,72.16,0.0,202.5,0.0,2020.0,24.0
4146,24.84,72.71,0.0,202.5,0.0,2020.0,24.0
4147,24.89,71.95,0.0,202.5,0.0,2020.0,24.0
4148,24.87,71.97,0.0,202.5,0.0,2020.0,24.0
4149,24.87,72.3,0.0,202.5,0.0,2020.0,24.0
4150,24.89,71.8,0.0,202.5,0.0,2020.0,24.0
4151,24.9,72.27,0.0,202.5,0.0,2020.0,24.0
4152,24.87,72.13,0.0,202.5,0.0,2020.0,24.0
4153,24.9,72.14,0.0,202.5,0.0,2020.0,24.0
4154,24.87,72.26,0.0,202.5,0.0,2020.0,24.0
4155,24.87,72.41,0.0,202.5,0.0,2020.0,24.0
4156,24.9,72.56,0.0,202.5,0.0,2020.0,24.0
4157,24.9,72.83,0.0,202.5,0.0,2020.0,24.0
4158,24.87,72.56,0.0,202.5,0.0,2020.0,24.0
4159,24.9,72.75,0.0,202.5,0.0,2020.0,24.0
4160,24.91,72.5,0.0,202.5,0.0,2020.0,24.0
4161,24.89,72.88,0.0,202.5,0.0,2020.0,24.0
4162,24.9,72.84,0.0,202.5,0.0,2020.0,24.0
4163,24.94,73.04,0.0,202.5,0.0,2020.0,24.0
4164,24.94,73.22,0.0,202.5,0.0,2020.0,24.0
4165,24.97,73.23,0.0,202.5,0.0,2020.0,24.0
4166,24.96,73.52,0.0,202.5,0.0,2020.0,24.0
4167,24.97,73.35,0.0,202.5,0.0,2020.0,24.0
4168,24.98,73.01,0.0,202.5,0.0,2020.0,24.0
4169,24.96,72.86,0.0,202.5,0.0,2020.0,24.0
4170,24.97,72.93,0.0,202.5,0.0,2020.0,24.0
4171,25.0,72.67,0.0,202.5,0.0,2020.0,25.0
4172,24.98,72.34,0.0,202.5,0.0,2020.0,24.0
4173,25.03,72.48,0.0,202.5,0.0,2020.0,25.0
4174,25.0,72.72,0.0,202.5,0.0,2020.0,25.0
4175,25.06,72.33,0.0,202.5,0.0,2020.0,25.0
4176,25.03,71.94,0.0,202.5,0.0,2020.0,25.0
4185,26.06,68.14,0.0,202.5,0.0,2020.0,26.0
4186,26.09,68.15,0.0,202.5,0.0,2020.0,26.0
4187,26.08,68.47,0.0,202.5,0.0,2020.0,26.0
4188,26.08,68.56,0.0,202.5,0.0,2020.0,26.0
4189,26.08,68.66,0.0,202.5,0.0,2020.0,26.0
4190,26.08,68.41,0.0,202.5,0.0,2020.0,26.0
4191,26.09,68.94,0.0,202.5,0.0,2020.0,26.0
4192,26.06,68.78,0.0,202.5,0.0,2020.0,26.0
4193,26.09,68.6,0.0,202.5,0.0,2020.0,26.0
4194,26.08,68.95,0.0,202.5,0.0,2020.0,26.0
4202,25.74,71.71,0.0,202.5,0.0,2020.0,25.0
4203,25.75,71.28,0.0,180.0,0.0,2020.0,25.0
4204,25.79,71.68,0.0,202.5,0.0,2020.0,25.0
4205,25.78,71.5,0.0,247.5,0.0,2020.0,25.0
4206,25.79,71.6,0.0,247.5,0.0,2020.0,25.0
4207,25.78,71.66,0.0,247.5,0.0,2020.0,25.0
4208,25.75,71.44,0.0,202.5,0.0,2020.0,25.0
4209,25.79,71.7,0.0,202.5,0.0,2020.0,25.0
4210,25.78,71.71,0.0,180.0,0.0,2020.0,25.0
4211,25.79,71.71,0.0,202.5,0.0,2020.0,25.0
4212,25.79,71.87,0.0,202.5,0.0,2020.0,25.0
4213,25.79,71.5,0.0,202.5,0.0,2020.0,25.0
4214,25.79,71.78,0.0,202.5,0.0,2020.0,25.0
4215,25.82,71.68,0.0,247.5,0.0,2020.0,25.0
4216,25.81,71.29,0.0,247.5,0.0,2020.0,25.0
4217,25.82,71.11,0.0,180.0,0.0,2020.0,25.0
4218,25.82,71.43,0.0,180.0,0.0,2020.0,25.0
4219,25.82,71.43,0.0,202.5,0.0,2020.0,25.0
4220,25.84,71.11,0.0,180.0,0.0,2020.0,25.0
4221,25.84,71.3,0.0,202.5,0.0,2020.0,25.0
4222,25.85,71.65,0.0,202.5,0.0,2020.0,25.0
4223,25.84,71.37,0.0,202.5,0.0,2020.0,25.0
4224,25.84,71.3,0.0,202.5,0.0,2020.0,25.0
4225,25.85,71.56,0.0,202.5,0.0,2020.0,25.0
4226,25.84,71.67,0.0,202.5,0.0,2020.0,25.0
4227,25.85,71.56,0.0,202.5,0.0,2020.0,25.0
